,Sifra,Naslov
7764,1080230430022,parmova ulica
7765,2041390610016,parmova ulica
7766,1080600650025,parmova ulica
7767,1080610110769,parmova ulica
7768,1080610110770,parmska cesta
7769,2041550060000,parož
7770,2010290060029,partizanska cesta
7771,1080770190008,partizanska cesta
7772,1080320170034,partizanska cesta
7773,2050340050007,partizanska cesta
7774,2041330240060,partizanska cesta
7775,2020580250019,partizanska cesta
7776,1080320480012,partizanska cesta
7777,2051290140026,partizanska cesta
7778,2060541380014,partizanska cesta
7779,2021710130008,partizanska cesta
7780,1080391280011,partizanska cesta
7781,2030740030016,partizanska cesta
7782,2020700200350,partizanska cesta
7783,2031030180014,partizanska cesta
7784,2041060240028,partizanska cesta
7785,2040110030140,partizanska cesta
7786,2100130090020,partizanska cesta
7787,2090030010035,partizanska cesta
7788,2090520140080,partizanska cesta
7789,2091220510018,partizanska cesta
7790,2091470170024,partizanska cesta
7791,2100130450010,partizanska cesta
7792,2110440050006,partizanska cesta
7793,2060540850034,partizanska pot
7794,1080600650026,partizanska pot
7795,2090410220012,partizanska pot
7796,2031120120030,partizanska pot
7797,2090520130012,partizanska pot
7798,1081400080004,partizanska pot
7799,2041260090016,partizanska pot
7800,2040570550007,partizanska pot
7801,2070170140021,partizanska pot
7802,2091020340024,partizanska pot
7803,2111280600017,partizanska pot
7804,1080230100043,partizanska ulica
7805,1080230230003,partizanska ulica
7806,1081860010022,partizanska ulica
7807,1080610110771,partizanska ulica
7808,1080390320008,partizanska ulica
7809,2090030140005,partizanska ulica
7810,2010020010015,partizanska ulica
7811,1080640090034,partizanska ulica
7812,2010800060040,partizanska ulica
7813,2120190050011,partizanska ulica
7814,2010800010008,partizanska ulica
7815,2010800090008,partizanska ulica
7816,2011320040013,partizanska ulica
7817,2120400040043,partizanska ulica
7818,2051420680019,partizanska ulica
7819,2021130870040,partizanska ulica
7820,2020870600011,partizanska ulica
7821,2091310300016,partizanska ulica
7822,2091170080009,partizanska ulica
7823,2110840260024,partizanska ulica
7824,2021131230016,partizanska ulica
7825,2120500410092,partizanska ulica
7826,2110360090024,partizanska ulica
7827,2021131250005,partizanska ulica
7828,2110840390008,partizanska ulica
7829,2031010040010,partizanska ulica
7830,2041900380029,partizanska ulica
7831,2110440100007,partizanska ulica
7832,2100380150019,partizanski hrib
7833,1081400190041,partizanski tabor
7834,2070730370028,partizanski trg
7835,2051290090000,partizanski vrh
7836,1080610110772,pasterkova pot
7837,2020700200351,pasterkova ulica
7838,2020700200352,pasteurjeva ulica
7839,2041250040000,paška vas
7840,2041330130000,paški kozjak
7841,2040570550008,pašnica
7842,2070170720000,paunoviči
7843,2031120120031,pavčkova ulica
7844,1081400190042,pavkarjeva pot
7845,2061100610000,pavla vas
7846,2100380310000,pavlica
7847,2060540850035,pavlinova ulica
7848,2060090690000,pavlova vas
7849,2020870430000,pavlovci
7850,1080610110773,pavlovčeva ulica
7851,2020870440000,pavlovski vrh
7852,1080610110774,pavšičeva ulica
7853,1080640090035,pavšičeva ulica
7854,2110840160012,pavšičevo naselje
7855,1080320340000,pece
7856,2040920160000,pecelj
7857,1080320350000,peč
7858,2051420110004,pečarjeva ulica
7859,1080610110775,pečarjeva ulica
7860,2010970130000,pečarovci
7861,1080770220000,peče
7862,2020700200353,pečetova ulica
7863,2041240430000,pečica
7864,2060090700000,pečice
7865,1080600820000,pečice
7866,2111280380000,pečine
7867,1080610110776,pečinska ulica
7868,2061100620000,pečje
7869,2021130680000,pečke
7870,1081340470000,pečki
7871,1080610110777,pečnik
7872,2110360240000,pečnik
7873,1080610110778,pečnikova ulica
7874,2041900380030,pečnikova ulica
7875,2041270070000,pečovje
7876,2040110190000,pečovnik
7877,1080610110779,pegamova ulica
7878,1080640090036,pehačkova cesta
7879,2071301880019,pehanijeva ulica
7880,2120400040044,pekarniška ulica
7881,2120500410093,pekarniška ulica
7882,2060540870009,pekarska pot
7883,2020700260000,pekel
7884,2071301280000,pekel
7885,2020700200354,pekrska cesta
7886,2020700270017,pekrska cesta
7887,1080230260007,pelechova cesta
7888,2020700200355,pengovova ulica
7889,2041140270000,penoje
7890,2040110200000,pepelno
7891,2091020270000,peračica
7892,2110460330000,perati
7893,1080610110780,perčeva ulica
7894,2020960160102,pergerjeva ulica
7895,1080610110781,peričeva ulica
7896,2060090710000,perišče
7897,1080610110782,periška cesta
7898,1080230310010,perkova ulica
7899,1080610110783,perkova ulica
7900,1080430230054,perkova ulica
7901,1081860010023,pernetova ulica
7902,1080230300007,pernetova ulica
7903,2020890120000,pernica
7904,2030810040000,pernice
7905,2090030100000,perniki
7906,2041900180000,pernovo
7907,2041140280000,perovec
7908,1080320170035,perovo
7909,2071040540000,perovo
7910,1080430230055,perovo
7911,2110440090010,peršeti
7912,2021690040009,peršikova ulica
7913,1080610110784,peršinova cesta
7914,2020960160103,peršonova ulica
7915,2011050050000,pertoča
7916,2070170730000,perudina
7917,2020700200356,perunova ulica
7918,1080610110785,peruzzijeva ulica
7919,2120500020014,pervanjeva ulica
7920,2031750090006,perzonali
7921,1080610110786,pesarska cesta
7922,2060541100000,pesje
7923,1081860010024,peske
7924,2010310110000,peskovci
7925,2020550070000,pesnica
7926,2020890130000,pesnica pri mariboru
7927,2020890140000,pesniški dvor
7928,2021430070000,pestike
7929,2090520190008,pestotnikova ulica
7930,1080610110787,pestotnikova ulica
7931,1080610110788,peščena pot
7932,2021530110000,peščeni vrh
7933,1080390700000,peščenik
7934,2100130090021,peščenk
7935,2090520320004,pešnica
7936,2041200920031,pešnica
7937,2060090120057,pešpot
7938,2070851410000,petane
7939,2010100130000,petanjci
7940,1080220110000,petelinje
7941,2100910170000,petelinje
7942,2041900290012,petelinjek
7943,2070851420000,petelinjek
7944,2041140290000,petelinjek pri ločah
7945,2051420240006,petelinkarjeva cesta
7946,2041390610017,petelinškova ulica
7947,1080610110789,peternelova ulica
7948,2010590200005,petišovska ulica
7949,1080610110790,petkova ulica
7950,1080640120000,petkovec
7951,1081400190043,petkovškova ulica
7952,1080610110791,petkovškovo nabrežje
7953,1080610110792,petrčeva ulica
7954,1080610110793,petričeva ulica
7955,2071650320000,petrina
7956,2071790130000,petrinci
7957,2120350250000,petrinje
7958,2120500410094,petronijeva ulica
7959,2041900290013,petrov trg
7960,2070170740000,petrova vas
7961,2041900190000,petrovče
7962,1080230310011,petrovčeva ulica
7963,2100130090022,petrovčičeva ulica
7964,2020960160192,petrovičeva ulica
7965,2020700200358,petrovičeva ulica
7966,2111280390000,petrovo brdo
7967,1080430230056,petruškova pot
7968,1080390710000,petrušnja vas
7969,2091220320000,pevno
7970,1080430850019,pibernikova cesta
7971,2060541110000,pijana gora
7972,1081230110000,pijava gorica
7973,2061100630000,pijavice
7974,2041240440000,pijovci
7975,2100130400000,pikovnik
7976,1080610110795,pilonova ulica
7977,2040510140000,pilštanj
7978,2010590210000,pince
7979,2010590220000,pince-marof
7980,2010290060030,pintaričeva cesta
7981,2051420680020,pintarjeva cesta
7982,2090520140081,pintarjeva ulica
7983,2020700200359,pintarjeva ulica
7984,2040110030141,pintarjeva ulica
7985,1081400180012,pionirska cesta
7986,1081400070017,pionirska cesta
7987,2060540870010,pionirska cesta
7988,2071570070006,pionirska cesta
7989,1080610110796,pionirska pot
7990,2091470170025,pionirska pot
7991,1080230230004,pionirska ulica
7992,2011000140025,pionirska ulica
7993,2021130750012,pionirska ulica
7994,2020700200360,pionirska ulica
7995,2090410230011,pionirska ulica
7996,2110440100008,pionirska ulica
7997,2110840390009,pionirska ulica
7998,2091170080010,pipanova cesta
7999,1080610110797,pipanova pot
8000,2021690030028,pipanova ulica
8001,2020700200361,pipuševa ulica
8002,2020700200362,piramida
8003,2120500410095,piranska cesta
8004,2120400040045,piranska ulica
8005,2071650330000,pirče
8006,1081380140018,pirčeva ulica
8007,2041330140000,pirešica
8008,2110840390010,pirjevčeva ulica
8009,2100130410000,pirmane
8010,2020700270018,pirnatova ulica
8011,1080610110798,pirnatova ulica
8012,2020700200363,pirnatova ulica
8013,2060090720000,piršenbreg
8014,1080430520000,pirševo
8015,2060090730000,pišece
8016,2060090040012,pišeška cesta
8017,2021600040020,piškova ulica
8018,2090030200007,piškovca
8019,2120400040046,pittonijeva ulica
8020,2090820050009,pivka
8021,2020960160104,pivkova ulica
8022,2020700200364,pivkova ulica
8023,2021600060000,pivola
8024,2021600120016,pivolska cesta
8025,2020700320013,pivolska ulica
8026,1080610110799,pivovarniška ulica
8027,2040570290016,pivovarniška ulica
8028,2100940210027,pivška ulica
8029,2040620020008,plac
8030,2020180200000,placar
8031,2020280170000,placerovci
8032,2020550080000,plač
8033,2110010250000,plače
8034,2020980070000,planica
8035,2090520240000,planica
8036,2071650340000,planina
8037,1080390720000,planina
8038,2071090320000,planina
8039,2090520140082,planina
8040,2110010260000,planina
8041,2040620050000,planina
8042,2100940200000,planina
8043,2041440130000,planina na pohorju
8044,1080210210000,planina nad horjulom
8045,2090410110000,planina pod golico
8046,2021130690000,planina pod šumikom
8047,2110140150000,planina pri cerknem
8048,2060541120000,planina pri raki
8049,2041200550000,planina pri sevnici
8050,2060541130000,planina v podbočju
8051,1080080080000,planinca
8052,2041200560000,planinca
8053,2040110030142,planinčeva ulica
8054,2120500410096,planinčeva ulica
8055,2050340050008,planinska cesta
8056,1080610110800,planinska cesta
8057,2021670030016,planinska cesta
8058,2061100810021,planinska cesta
8059,2090030010036,planinska cesta
8060,2091310140003,planinska pot
8061,2031410050006,planinska ulica
8062,2091020170017,planinska ulica
8063,2051290100000,planinska vas
8064,2041200570000,planinska vas
8065,2041200580000,planinski vrh
8066,1080610110801,planinškova ulica
8067,1081860010025,planjava
8068,1080640090037,planjave
8069,2020690170000,planjsko
8070,2040110030143,plankarjeva ulica
8071,2021690030029,plaskanova ulica
8072,2030740050000,plat
8073,2041060160000,plat
8074,2041240450000,platinovec
8075,2110140030013,platiševa ulica
8076,2110360090025,platiševa ulica
8077,2020700200365,plavčakova ulica
8078,2090410120000,plavški rovt
8079,2040570480000,plazovje
8080,1080610110802,plečnikov podhod
8081,1080610110803,plečnikov trg
8082,1080230100044,plečnikova ulica
8083,2040110030144,plečnikova ulica
8084,2010800030006,plečnikova ulica
8085,2020700200366,plečnikova ulica
8086,2070851430000,plemberk
8087,1080610110804,plemljeva ulica
8088,2120400040047,plenčičeva ulica
8089,1080770230000,ples
8090,2041490070000,ples
8091,2010800060041,plese
8092,1080640090038,plesiše
8093,2050340130000,plesko
8094,2071930250000,pleš
8095,1081230120000,pleše
8096,1080610110805,plešičeva ulica
8097,2041330150000,plešivec
8098,2010630430000,plešivica
8099,1080080090000,plešivica
8100,2071930260000,plešivica
8101,1080320360000,plešivica pri žalni
8102,2110070300000,plešivo
8103,2020450090000,pleterje
8104,2060541140000,pleterje
8105,1080610110806,pleteršnikova ulica
8106,2060090120058,pleteršnikova ulica
8107,2060090280009,pleteršnikova ulica
8108,2040110030145,pleteršnikova ulica
8109,2041200590000,pletovarje
8110,1080610110807,plevančeva ulica
8111,2020700200367,pliberškova ulica
8112,2020700200368,plinarniška ulica
8113,2040110340015,plinarniška ulica
8114,2020550090000,plintovec
8115,2010290290000,plitvica
8116,2010290300000,plitvički vrh
8117,1080610110808,pločanska ulica
8118,2021180080000,plodršnica
8119,1081340480000,plosovo
8120,1081860010026,ploščad dr. tineta zajca
8121,1080390320009,ploščad osvobodilne fronte
8122,2040570290017,ploščad prijateljstva
8123,2071301290000,pluska
8124,2110060080000,plužna
8125,2110140160000,plužnje
8126,2120500410097,pobegova ulica
8127,2120500060005,pobeška cesta
8128,2120500410098,pobeška cesta
8129,2120400050018,pobočna ulica
8130,2120500410099,pobočna ulica
8131,2020700200369,pobreška cesta
8132,2021710140000,pobrež
8133,2070170750000,pobrežje
8134,2021350190000,pobrežje
8135,2040990130000,počakovo
8136,2110140170000,poče
8137,2020700290000,počehova
8138,2020700200370,počehovska ulica
8139,2020890150000,počenik
8140,2021670030017,počitniško naselje
8141,1080610110809,pod akacijami
8142,2041060240029,pod bellevujem
8143,2111280600018,pod brajdo
8144,1080610110810,pod bregom
8145,2021670030018,pod bregom
8146,2020580250035,pod bregom
8147,2041900290014,pod bregom
8148,2031120120032,pod bregom
8149,1080610110811,pod bresti
8150,2110360270008,pod brezami
8151,1080610110812,pod brezami
8152,1080610110813,pod bukvami
8153,2071570070007,pod cvingerjem
8154,1080610110814,pod debnim vrhom
8155,2040110030146,pod gabri
8156,2030740030017,pod gmajno
8157,2031750090007,pod gonjami
8158,1080080150010,pod goricami
8159,2041270120009,pod gorico
8160,2060540850036,pod goro
8161,2060540870011,pod goro
8162,2021080160042,pod goroj
8163,1080640090068,pod gozdom
8164,2010290060031,pod gozdom
8165,1080610110815,pod gozdom
8166,2020700320014,pod gozdom
8167,2090410070046,pod gozdom
8168,2041200920032,pod gozdom
8169,2091310130008,pod gozdom
8170,2051290140027,pod gozdom
8171,2071301160007,pod gozdom
8172,2090520320005,pod gozdom
8173,1080320170036,"pod gozdom, cesta i"
8174,1080320170037,"pod gozdom, cesta ii"
8175,1080320170038,"pod gozdom, cesta iii"
8176,1080320170039,"pod gozdom, cesta iv"
8177,1080320170040,"pod gozdom, cesta v"
8178,1080320170041,"pod gozdom, cesta vi"
8179,1080320170042,"pod gozdom, cesta vii"
8180,1080320170043,"pod gozdom, cesta viii"
8181,2020700200371,pod gradiščem
8182,1081400080005,pod gradom
8183,2030250050005,pod gradom
8184,2041140360020,pod gradom
8185,2031410050007,pod gradom
8186,2031120120033,pod gradom
8187,2040110030147,pod gradom
8188,2071301180007,pod gradom
8189,2040570290018,pod gradom
8190,2071301880020,pod gradom
8191,2111280600019,pod gradom
8192,2090520140176,pod gradom
8193,2111360180017,pod gradom
8194,2091310010008,pod gradom
8195,2100650240002,pod gradom
8196,2090530060004,pod grančiščem
8197,2031120120034,pod graščino
8198,2110840260025,pod grčno
8199,1080610110816,pod gričem
8200,2110840370003,pod gričem
8201,2020700180013,pod gričem
8202,2091470170026,pod griči
8203,1080640090039,pod grintovcem
8204,2020700150012,pod hipodromom
8205,1080610110817,pod hrasti
8206,2041370080010,pod hriberco
8207,2020700160006,pod hribom
8208,1080230300008,pod hribom
8209,1080230250005,pod hribom
8210,2120350100006,pod hribom
8211,2021080020013,pod hribom
8212,2020700020016,pod hribom
8213,1080610110818,pod hribom
8214,2090030200008,pod hribom
8215,2050340050009,pod hribom
8216,1080320170044,"pod hribom, cesta i"
8217,1080320170045,"pod hribom, cesta ii"
8218,1080320170046,"pod hribom, cesta iii"
8219,1081400190044,pod hruševco
8220,1080610110819,pod hruško
8221,2020700270019,pod izviri
8222,2050340050010,pod javorjem
8223,2100940210028,pod jelovico
8224,1080610110820,pod jelšami
8225,1080610110821,pod jezom
8226,1080610110822,pod ježami
8227,1080610110823,pod kamno gorico
8228,2100910180007,pod kerinom
8229,1080230320007,pod klancem
8230,2020700180014,pod klancem
8231,1080610110824,pod klancem
8232,2111280600042,pod klancem
8233,2040990150009,pod knapovko
8234,2040570550009,pod kojzico
8235,2100940210029,pod kolodvorom
8236,1080610110825,pod kostanji
8237,2040110030148,pod kostanji
8238,2090030010037,pod kozarco
8239,2021780050017,pod kozjakom
8240,2111830020009,pod lazami
8241,1080610110826,pod lipami
8242,2040110030149,pod lipami
8243,1081340830010,pod lipami
8244,2011320040014,pod logom
8245,1081400040011,pod lovrencem
8246,2040570550010,pod lurdom
8247,2071090440017,pod magistralo
8248,2090410070047,pod mirco
8249,2021600040021,pod nadvozom
8250,2100910180008,pod nasipom
8251,2060090120059,pod obzidjem
8252,2051290140028,pod ostrim vrhom
8253,2100940210030,pod ostrim vrhom
8254,2040990150010,pod pečico
8255,2020700200372,pod piramido
8256,2091220510019,pod plevno
8257,2091310140004,pod pogovco
8258,2020700320015,pod pohorjem
8259,2071090440018,pod primožem
8260,2100910180009,pod primožem
8261,2060540850037,pod pristavo
8262,2071090440019,pod progo
8263,2071301160008,pod radovnico
8264,2041200920033,pod rebrami
8265,2020700320016,pod rebrco
8266,2090040020011,pod rebrom
8267,2041200920034,pod resevno
8268,2090040020012,pod rodico
8269,2040570550011,pod sedovcem
8270,2091310130009,pod skalco
8271,2090030010038,pod skalo
8272,2040990150011,pod skalo
8273,2040830060006,pod slatino
8274,2091310140005,pod slemenom
8275,2041900290015,pod smrekami
8276,2070851910009,pod srobotnikom
8277,2041370080011,pod stenico
8278,2020700200373,pod stolnim vrhom
8279,1081230090008,pod strahom
8280,2100380150020,pod stražico
8281,2090030010039,pod stražo
8282,1080080150011,pod supotom
8283,2120400050019,pod šaletom
8284,2091310010009,pod šijo
8285,2110840160013,pod škabrijelom
8286,2020700150013,pod šolo
8287,2020700020017,pod šolo
8288,1080610110827,pod topoli
8289,1080610110828,pod trančo
8290,2070851320094,pod trško goro
8291,1080610110829,pod turnom
8292,2020700150014,pod urbanom
8293,2120350140010,pod videžem
8294,2070851910010,pod vinogradi
8295,2021080020014,pod vinogradi
8296,2020700020018,pod vinogradi
8297,2020700200374,pod vinogradi
8298,2110840260026,pod vinogradi
8299,2120400050020,pod vinogradi
8300,2110840390011,pod vinogradi
8301,1080610110830,pod vrbami
8302,2041200920035,pod vrbco
8303,2120500020015,pod vrhom
8304,2020700200375,pod vrhom
8305,2071090440020,pod vrhom
8306,2061100810022,pod vrtačo
8307,2100910180010,pod zavrtnice
8308,2100650240003,pod zidom
8309,2091470170027,pod žirkom
8310,2110460210000,podbela
8311,2070851320095,podbevškova ulica
8312,2100380320000,podbeže
8313,2090520250000,podblica
8314,2021130710000,podboč
8315,2060541150000,podbočje
8316,1080390730000,podboršt
8317,2061100640000,podboršt
8318,1081640110000,podboršt pri komendi
8319,2111280400000,podbrdo
8320,2111360110000,podbreg
8321,1080430540000,podbreg
8322,2090530040012,podbreg
8323,2111280600020,podbreg
8324,2090820070000,podbrezje
8325,2120500410100,podbrežna pot
8326,1080390740000,podbukovje
8327,1080600830000,podbukovje pri vačah
8328,2100650340000,podcerkev
8329,2071650350000,poden
8330,2041200600000,podgaj
8331,2070851460000,podgora
8332,2090270470000,podgora
8333,2031030130000,podgora
8334,1080200100000,podgora
8335,2041250050000,podgora
8336,1080220120000,podgora pri dolskem
8337,2100650350000,podgora pri ložu
8338,1080680270000,podgora pri zlatem polju
8339,2020870450000,podgorci
8340,2061100650000,podgorica
8341,1080610110831,podgorica
8342,1080200110000,podgorica
8343,1080770240000,podgorica pri pečah
8344,1080320370000,podgorica pri podtaboru
8345,1080320380000,podgorica pri šmarju
8346,1080430550002,podgorje
8347,2041330160000,podgorje
8348,2010290310000,podgorje
8349,2031120090000,podgorje
8350,2040110030150,podgorje
8351,2061100660000,podgorje ob sevnični
8352,2041390380000,podgorje pod čerinom
8353,2041510110000,podgorje pri letušu
8354,2060090740000,podgorje pri pišecah
8355,1080610110832,podgornikova ulica
8356,2020700180015,podgornikova ulica
8357,2031120120035,podgorska cesta
8358,1080610110833,podgorska cesta
8359,2071040640021,podgorska cesta
8360,2041330240061,podgorska cesta
8361,2071790180006,podgorska cesta
8362,1080430230057,podgorska pot
8363,2070480470034,podgorska ulica
8364,2071930270000,podgozd
8365,2110840560000,podgozd
8366,2060090750000,podgračeno
8367,2100380330000,podgrad
8368,2041200610000,podgrad
8369,2010290320000,podgrad
8370,2070851480000,podgrad
8371,2021130720000,podgrad na pohorju
8372,2120190230000,podgrad pri vremah
8373,2010630440000,podgradje
8374,2100380340000,podgraje
8375,1080610170002,podgrajska cesta
8376,2100380150021,podgrajska ulica
8377,2111360120000,podgrič
8378,1080610110834,podhod ajdovščina
8379,1081340490000,podhojni hrib
8380,2040300010006,podhom
8381,2090030110000,podhom
8382,2071570200000,podhosta
8383,1080430560000,podhruška
8384,2040570290032,podhumska ulica
8385,2020550100000,podigrac
8386,2040110030151,podjavorškova ulica
8387,2090040140000,podjelje
8388,2090270480000,podjelovo brdo
8389,1080430570000,podjelše
8390,2070481400000,podjetniško naselje kočevje
8391,1080610110835,podjunska ulica
8392,2030740030018,podjunska ulica
8393,2020700200376,podjunska ulica
8394,2030250130000,podklanc
8395,2070170760000,podklanec
8396,2071790140000,podklanec
8397,2091470110000,podklanec
8398,1080080070006,podklin
8399,2110060020009,podklopca
8400,2090410130000,podkočna
8401,1081340500000,podkogelj
8402,2090530070000,podkoren
8403,2041900200000,podkraj
8404,1081340510000,podkraj
8405,2050340140000,podkraj
8406,1080600650027,podkraj
8407,2110010270000,podkraj
8408,2031030140000,podkraj
8409,2030740060000,podkraj pri mežici
8410,2041330170000,podkraj pri velenju
8411,2051420390000,podkraj pri zagorju
8412,2051420400000,podkum
8413,2110140180000,podlanišče
8414,2021720060000,podlehnik
8415,2070480870000,podlesje
8416,2041200620000,podlešje
8417,1080430230058,podlimbarskega pot
8418,1080610110836,podlimbarskega ulica
8419,1081400120000,podlipa
8420,2060541160000,podlipa
8421,2071930280000,podlipa
8422,1080610180000,podlipoglav
8423,2051420410002,podlipovica
8424,2071301300000,podlisec
8425,2091310200000,podljubelj
8426,2071301160009,podlog
8427,1081340520000,podlog
8428,2070170770000,podlog
8429,2041200630000,podlog pod bohorjem
8430,2041900210000,podlog v savinjski dolini
8431,1080430580000,podlom
8432,2091460090000,podlonk
8433,2100650360000,podlož
8434,2020690180000,podlože
8435,2091220510020,podlubnik
8436,2110840370004,podmark
8437,2111830010012,podmark
8438,2111280410000,podmelec
8439,1080680280000,podmilj
8440,1080610110837,podmilščakova ulica
8441,1080610190003,podmolniška cesta
8442,2111360130000,podnanos
8443,2091020280000,podnart
8444,2041140300000,podob
8445,2090270490000,podobeno
8446,1080080150012,podolga njiva
8447,1081620050000,podolnica
8448,2041800020000,podolševa
8449,2020980080000,podova
8450,1080080070007,podovnice
8451,2030160070000,podpeca
8452,1080080100000,podpeč
8453,1080200120000,podpeč
8454,2041200640000,podpeč nad marofom
8455,2041140310000,podpeč ob dravinji
8456,1080600840000,podpeč pod skalo
8457,2041200650000,podpeč pri šentvidu
8458,1080080010015,podpeška cesta
8459,1080080070008,podpeška cesta
8460,1080080150013,podpeška cesta
8461,2030740030019,podpeška pot
8462,2070660080000,podplanina
8463,2041060170000,podplat
8464,2110140190000,podpleče
8465,1080080110000,podplešivica
8466,2091460100000,podporezen
8467,2070660090000,podpreska
8468,2091220330000,podpulfrca
8469,2111360140000,podraga
8470,2071090330000,podreber
8471,1080210230000,podreber
8472,2070851910011,podreber
8473,2090820050010,podreber
8474,2090520260000,podreča
8475,1080230240000,podrečje
8476,2020700200377,podrgrajsova ulica
8477,2110840160014,podrob
8478,1080600850000,podroje
8479,2090520450006,podrovnik
8480,1080610110838,podrožniška pot
8481,2110070310000,podsabotin
8482,2100130420000,podskrajnik
8483,2100130430000,podslivnica
8484,1080680290000,podsmrečje
8485,2040300040005,podsmrečje
8486,1080210240000,podsmreka
8487,1081340530000,podsmreka pri velikih laščah
8488,1080390750000,podsmreka pri višnji gori
8489,1080610110839,podsmreška cesta
8490,2040510150000,podsreda
8491,2070480880000,podstene
8492,2071650360000,podstene pri kostelu
8493,2071570210000,podstenice
8494,2100380350000,podstenje
8495,2100380360000,podstenjšek
8496,1080770250000,podstran
8497,2060541170000,podstrm
8498,1081340540000,podstrmec
8499,1080430590000,podstudenec
8500,1080080010016,podsvetija
8501,1080600860000,podšentjur
8502,2040570290019,podšmihel
8503,2100380370000,podtabor
8504,1080200130000,podtabor
8505,2040620020009,podter
8506,1081340830011,podtrn
8507,2071301310000,podturn
8508,2041060180000,podturn
8509,2071570220000,podturn pri dol. toplicah
8510,1081340550000,podulaka
8511,2060541180000,podulce
8512,1080610110840,podutiška cesta
8513,2091310230002,podvasca
8514,2030930090000,podvelka
8515,2040670060000,podveža
8516,2041900220000,podvin
8517,2041730060000,podvin pri polzeli
8518,2020960140000,podvinci
8519,2051420680021,podvine
8520,2041200660000,podvine
8521,2060090760000,podvinje
8522,1080710090037,podvizova ulica
8523,2040670070000,podvolovljek
8524,2120400050021,podvozna cesta
8525,1080610110841,podvozna pot
8526,2070880130000,podvrh
8527,2040790090019,podvrh
8528,2041510120000,podvrh
8529,2061100670000,podvrh
8530,2090270500000,podvrh
8531,2070730410000,podzemelj
8532,1081340560000,podžaga
8533,1080610110842,pogačarjev trg
8534,2021080160043,pogačnikova ulica
8535,1080770260000,pogled
8536,2010290330000,pogled
8537,1080601600000,pogonik
8538,1080610110843,pohlinova ulica
8539,2040110030152,pohlinova ulica
8540,2020280180000,pohorje
8541,2031410050008,pohorska cesta
8542,2021710130009,pohorska cesta
8543,2021600080019,pohorska cesta
8544,2021600120017,pohorska cesta
8545,2031120120036,pohorska cesta
8546,2031010040011,pohorska cesta
8547,2030760050005,pohorska cesta
8548,2041440200018,pohorska cesta
8549,2021130210007,pohorska ulica
8550,2041900380031,pohorska ulica
8551,2020700200378,pohorska ulica
8552,2040110030153,pohorska ulica
8553,2011000140026,pohorskega bataljona ulica
8554,2061100680000,poklek nad blanco
8555,2040510160000,poklek pri podsredi
8556,1080610110844,poklukarjeva ulica
8557,1081400130000,pokojišče
8558,1080390760000,pokojnica
8559,2040110030154,pokopališka cesta
8560,2040990150012,pokopališka cesta
8561,2041900380032,pokopališka cesta
8562,1080230160013,pokopališka cesta
8563,2041330240062,pokopališka cesta
8564,1080320480013,pokopališka cesta
8565,2010290060032,pokopališka cesta
8566,2090820050011,pokopališka pot
8567,1080600650028,pokopališka pot
8568,1080640090040,pokopališka pot
8569,1080610110845,pokopališka ulica
8570,2090520130013,pokopališka ulica
8571,2021130730000,pokoše
8572,2041440230000,polajna
8573,1080610110846,polakova ulica
8574,2010800080000,polana
8575,2021600070000,polana
8576,2040570490000,polana
8577,2020700200379,polančičeva ulica
8578,2021600020006,polanska cesta
8579,2021600100011,polanska cesta
8580,1080610110847,polanškova ulica
8581,1080430430009,polčeva pot
8582,2030740030020,polena
8583,2020240060000,polenci
8584,2041140320000,polene
8585,2020240070000,polenšak
8586,2021180010010,polhnice
8587,1080210070007,polhograjska cesta
8588,1080210250000,polhov gradec
8589,2071190370000,polhovica
8590,2090820080000,polica
8591,1080320390000,polica
8592,2010290340000,police
8593,2110140200000,police
8594,2010290060033,polička cesta
8595,2020890160000,polička vas
8596,2020890170000,polički vrh
8597,1080430600000,poljana
8598,2031750080000,poljana
8599,2020700200380,poljančeva ulica
8600,2040570550012,poljane
8601,2040790110000,poljane
8602,2110140210000,poljane
8603,1080680300000,poljane nad blagovico
8604,2090270510000,poljane nad škofjo loko
8605,2071700220000,poljane pri mirni peči
8606,2120350260000,poljane pri podgradu
8607,1080600870000,poljane pri primskovem
8608,1080390770000,poljane pri stični
8609,2071930290000,poljane pri žužemberku
8610,2091220510021,poljanska cesta
8611,1080610110848,poljanska cesta
8612,2090270190006,poljanska cesta
8613,1080610110849,poljanski nasip
8614,2091020290000,poljče
8615,2041510130000,poljče
8616,1080610110850,polje
8617,2091470170028,polje
8618,2051420680022,polje
8619,2090030200009,polje
8620,2010800060042,polje
8621,2111830010013,polje
8622,2090040150000,polje
8623,2031750090008,polje
8624,2120400040048,polje
8625,2111280420000,polje
8626,2040920190000,polje ob sotli
8627,2041490080000,polje pri bistrici
8628,2061100690000,polje pri tržišču
8629,1080390780000,polje pri višnji gori
8630,1081380050000,polje pri vodicah
8631,1080610110851,"polje, cesta i"
8632,1080610110852,"polje, cesta ii"
8633,1080610110853,"polje, cesta iii"
8634,1080610110854,"polje, cesta iv"
8635,1080610110855,"polje, cesta v"
8636,1080610110856,"polje, cesta vi"
8637,1080610110857,"polje, cesta viii"
8638,1080610110858,"polje, cesta x"
8639,1080610110859,"polje, cesta xii"
8640,1080610110860,"polje, cesta xiv"
8641,1080610110861,"polje, cesta xl"
8642,1080610110862,"polje, cesta xlii"
8643,1080610110863,"polje, cesta xliv"
